Track Identifier,Title,Artist,Album,Genre,Track Duration,Track Play Count,Skip Count,Date Added To Library,Release Date,Last Played Date,Favorite Date - Track
182932022,OHMAMI,Chase Atlantic,BEAUTY IN DEATH (DELUXE EDITION),Alternative,226836.0,0,0,2024-10-30 15:55:50+00:00,2021-06-25T12:00:00Z,,2024-10-30 15:55:48+00:00
182932230,Dangerous City (feat. Buju Banton),dvsn & Ty Dolla $ign,A Muse In Her Feelings,R&B/Soul,246045.0,0,0,2024-11-02 18:26:07+00:00,2020-04-10T12:00:00Z,,2024-11-02 18:26:06+00:00
182932234,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator",CHROMAKOPIA,Hip-Hop/Rap,255916.0,17,1,2024-11-23 19:03:33+00:00,2024-10-28T12:00:00Z,2024-11-28 16:21:38+00:00,2024-11-03 21:26:03+00:00
182932238,Where The Party At,Jagged Edge,Where The Party At - EP,Hip-Hop/Rap,234626.0,0,0,2024-11-04 12:29:54+00:00,2001-06-19T12:00:00Z,,2024-11-04 12:29:53+00:00
182932242,Rah Tah Tah,"Tyler, The Creator",CHROMAKOPIA,Hip-Hop/Rap,165413.0,0,0,2024-11-04 20:45:03+00:00,2024-10-28T12:00:00Z,,2024-11-04 20:45:02+00:00
182932246,Upgrade U (feat. JAY-Z),Beyoncé,B'Day,Pop,272707.0,0,0,2024-11-05 12:24:36+00:00,2006-09-04T07:00:00Z,,2024-11-05 12:24:35+00:00
182932250,Female Goat (feat. City Girls),Lakeyah,Time's Up,Hip-Hop/Rap,173752.0,0,0,2024-11-05 12:41:57+00:00,2020-12-11T12:00:00Z,,2024-11-05 12:41:56+00:00
182932254,Dance For You,Beyoncé,4 (Expanded Edition),Pop,375716.0,0,0,2024-11-05 13:06:49+00:00,2011-06-24T07:00:00Z,,2024-11-05 13:06:48+00:00
182932262,ELEMENT.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,Hip-Hop/Rap,208733.0,0,0,2024-11-06 13:07:42+00:00,2017-04-14T07:00:00Z,,2024-11-06 13:07:41+00:00
182932266,Alright,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap,219337.0,0,0,2024-11-06 14:28:14+00:00,2015-03-15T12:00:00Z,,2024-11-06 14:23:15+00:00
182932270,family ties,Baby Keem & Kendrick Lamar,family ties - Single,Hip-Hop/Rap,252070.0,0,0,2024-11-06 14:35:53+00:00,2021-08-27T12:00:00Z,,2024-11-06 14:35:52+00:00
182932274,'Till I Collapse (feat. Nate Dogg),Eminem,The Eminem Show (Expanded Edition),Hip-Hop/Rap,297787.0,0,0,2024-11-06 17:57:53+00:00,2002-05-26T12:00:00Z,,2024-11-06 17:57:52+00:00
182932278,Numb / Encore,JAY-Z & LINKIN PARK,Collision Course (Bonus Video Version) - EP,Hard Rock,205280.0,0,0,2024-11-06 18:14:27+00:00,2004-11-30T08:00:00Z,,2024-11-06 18:14:25+00:00
182932482,It's On Again (feat. Kendrick Lamar) [From The Amazing Spider-Man 2 Soundtrack],Alicia Keys,It's On Again (feat. Kendrick Lamar) [From The Amazing Spider-Man 2 Soundtrack] - Single,Pop,229827.0,0,0,2024-11-06 18:22:38+00:00,2014-03-31T07:00:00Z,,2024-11-06 18:22:37+00:00
182932486,Patiently Waiting (feat. Eminem),50 Cent,Get Rich or Die Tryin' (Bonus Track Version),Hip-Hop/Rap,288880.0,0,0,2024-11-06 20:35:50+00:00,2003-02-06T08:00:00Z,,2024-11-06 20:35:48+00:00
182932490,Love More (feat. Nicki Minaj),Chris Brown,X (Expanded Edition),R&B/Soul,189629.0,0,0,2024-11-08 13:50:21+00:00,2013-07-16T07:00:00Z,,2024-11-08 13:50:20+00:00
182932494,WHATCHU KNO ABOUT ME,GloRilla & Sexyy Red,WHATCHU KNO ABOUT ME - Single,Hip-Hop/Rap,149461.0,0,0,2024-11-09 14:16:49+00:00,2024-10-11T12:00:00Z,,2024-11-09 14:16:48+00:00
182933282,Bitch I'm Nice,Doechii,she / her / black bitch - EP,Hip-Hop/Rap,87040.0,0,0,2024-11-14 02:28:03+00:00,2022-07-08T12:00:00Z,,2024-11-14 21:08:34+00:00
182933778,Hate It Or Love It (feat. 50 Cent),The Game,The Documentary,Hip-Hop/Rap,206400.0,0,0,2024-11-14 02:28:44+00:00,2005-01-18T12:00:00Z,,2024-11-28 03:08:55+00:00
182933782,Blood Sweat Tears Revenge,Kodak Black,Lil Big Pac,Hip-Hop/Rap,148010.0,0,0,2024-11-15 14:18:40+00:00,2016-06-10T07:00:00Z,,2024-11-21 17:55:31+00:00
182933786,Love All Over Me,Monica,Still Standing,R&B/Soul,229923.0,0,0,2024-11-15 17:37:08+00:00,2010-03-19T07:00:00Z,,2024-11-15 17:36:36+00:00
182933790,do re mi,blackbear,digital druglord,R&B/Soul,212027.0,0,0,2024-11-17 07:48:28+00:00,2017-04-21T12:00:00Z,,2024-11-17 07:48:27+00:00
182933794,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Special Edition),Pop,225053.0,0,0,2024-11-18 05:54:43+00:00,2015-01-09T08:00:00Z,,2024-11-18 05:54:42+00:00
182933798,Chasing Pavements,Adele,19,Pop,210507.0,0,0,2024-11-18 05:54:43+00:00,2008-01-14T08:00:00Z,,2024-11-18 05:54:41+00:00
182933802,Rock Your Body,Justin Timberlake,Justified,Pop,267267.0,0,0,2024-11-18 05:55:35+00:00,2002-11-05T08:00:00Z,,2024-11-18 05:55:31+00:00
182933806,Beautiful People (feat. Khalid),Ed Sheeran,No.6 Collaborations Project,Pop,197867.0,0,0,2024-11-18 05:55:36+00:00,2019-06-28T07:00:00Z,,2024-11-18 05:55:31+00:00
182933810,Freakum Dress,Beyoncé,B'Day,Pop,200533.0,0,0,2024-11-18 15:44:05+00:00,2006-09-04T07:00:00Z,,2024-11-18 15:44:04+00:00
182933814,Numb (feat. B.o.B & Yo Gotti),August Alsina,Testimony (Deluxe Edition),R&B/Soul,254166.0,0,0,2024-11-19 11:26:35+00:00,2013-12-10T12:00:00Z,,2024-11-19 11:26:34+00:00
182934022,m.A.A.d city (feat. MC Eiht),Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Hip-Hop/Rap,350172.0,0,0,2024-11-19 13:41:57+00:00,2012-10-22T12:00:00Z,,2024-11-19 13:41:56+00:00
182934026,D.D. (Original),The Weeknd,Echoes Of Silence (Original),R&B/Soul,274434.0,7,0,2024-11-19 20:32:16+00:00,2011-12-21T12:00:00Z,2024-11-27 18:21:00+00:00,2024-11-19 17:54:14+00:00
182934046,Tomorrow 2,GloRilla & Cardi B,Tomorrow 2 - Single,Hip-Hop/Rap,209811.0,0,0,2024-11-20 05:17:27+00:00,2022-09-23T12:00:00Z,,2024-11-20 05:17:27+00:00
182934050,You Give Good Love,Whitney Houston,Whitney Houston,Pop,276822.0,0,0,2024-11-20 13:12:52+00:00,1985-02-14T08:00:00Z,,2024-11-20 13:12:52+00:00
182934302,I Was Never There,The Weeknd & Gesaffelstein,"My Dear Melancholy,",R&B/Soul,241070.0,0,0,2024-11-20 15:57:18+00:00,2018-03-30T12:00:00Z,,2024-11-20 15:57:18+00:00
182934306,"Hold On, We're Going Home (feat. Majid Jordan)",Drake,Nothing Was the Same (Deluxe),Hip-Hop/Rap,231193.0,5,0,2024-11-23 19:03:19+00:00,2013-08-07T07:00:00Z,2024-11-28 16:17:22+00:00,2024-11-20 16:50:49+00:00
182934314,Party (feat. André 3000),Beyoncé,4 (Expanded Edition),Pop,244923.0,0,0,2024-11-20 18:23:06+00:00,2011-06-24T07:00:00Z,,2024-11-27 03:42:48+00:00
182934318,Bad Girl,USHER,Confessions (Expanded Edition),R&B/Soul,261800.0,0,0,2024-11-20 18:36:23+00:00,2004-03-23T08:00:00Z,,2024-11-20 18:36:22+00:00
182934322,Slight Work (feat. Big Sean),Wale,Ambition (Deluxe Version),Hip-Hop/Rap,219280.0,0,0,2024-11-20 20:40:37+00:00,2011-11-01T07:00:00Z,,2024-11-20 20:40:36+00:00
182934326,16 Zips,Young Dolph,16 Zips,Hip-Hop/Rap,209450.0,0,0,2024-11-20 21:08:16+00:00,2015-07-28T12:00:00Z,,2024-11-20 21:08:15+00:00
182934530,Haunted,Beyoncé,BEYONCÉ,Pop,369040.0,2,1,2024-11-23 19:03:15+00:00,2013-12-13T08:00:00Z,2024-11-22 12:43:22+00:00,2024-11-21 18:53:07+00:00
182934810,Get You (feat. Kali Uchis),Daniel Caesar,Freudian,R&B/Soul,278180.0,0,0,2024-11-25 00:27:43+00:00,2016-10-21T12:00:00Z,,2024-11-25 00:27:42+00:00
182934814,Try Again (Mixed),Aaliyah,Pure Throwback Radio: Icons of Hip Hop and R&B (DJ Mix),Hip-Hop/Rap,61826.0,0,0,2024-11-28 02:30:22+00:00,2024-03-08T12:00:00Z,,2024-11-28 02:29:56+00:00
182934818,The Boy Is Mine (Mixed),Brandy & Monica,Pure Throwback Radio: Icons of Hip Hop and R&B (DJ Mix),Hip-Hop/Rap,173750.0,0,0,2024-11-28 02:30:22+00:00,2024-03-08T12:00:00Z,,2024-11-28 02:30:09+00:00
182935334,Bring Me to Life,Evanescence,Fallen,Hard Rock,235893.0,0,0,2024-11-28 05:30:45+00:00,2003-02-04T12:00:00Z,,2024-11-28 05:30:44+00:00
182935338,Twenty Eight,The Weeknd,Trilogy,R&B/Soul,258294.0,0,0,2024-11-28 16:15:04+00:00,2012-11-13T12:00:00Z,,2024-11-28 16:15:03+00:00
182935342,Sunday Service,Latto,Sugar Honey Iced Tea,Rap,166613.0,0,0,2024-11-28 20:23:17+00:00,2024-08-07T07:00:00Z,,2024-11-28 20:23:16+00:00
182935346,Big Mama,Latto,Sugar Honey Iced Tea,Rap,173333.0,0,0,2024-11-28 20:23:23+00:00,2024-08-07T07:00:00Z,,2024-11-28 20:23:22+00:00
182935350,Brokey,Latto,Sugar Honey Iced Tea,Rap,217613.0,0,0,2024-11-28 20:23:26+00:00,2024-08-09T12:00:00Z,,2024-11-28 20:23:26+00:00
182935554,Looking For the Hoes (Ain’t My Fault),Sexyy Red,Hood Hottest Princess,Hip-Hop/Rap,130708.0,0,0,2024-11-28 20:26:31+00:00,2023-06-09T12:00:00Z,,2024-11-28 20:26:30+00:00
182935558,BOP (feat. GloRilla),Big Boogie & DJ Drama,REDRUM Wizard (Gangsta Grillz),Hip-Hop/Rap,202286.0,0,0,2024-11-28 20:33:05+00:00,2024-02-23T12:00:00Z,,2024-11-28 20:33:05+00:00
182935562,FREE ACE,FWC Big Key,FREE 24,Hip-Hop/Rap,117601.0,0,0,2024-11-30 04:44:47+00:00,2023-10-27T12:00:00Z,,2024-11-30 04:44:46+00:00
182935566,Strips Blue,Goldenboy Countup,The Rawest II,Hip-Hop/Rap,157584.0,0,0,2024-11-30 05:04:06+00:00,2023-08-10T12:00:00Z,,2024-11-30 05:04:05+00:00
182935570,Ballin' and Struggling,Goldenboy Countup,The Rawest II,Hip-Hop/Rap,148080.0,0,0,2024-11-30 05:09:32+00:00,2023-08-10T12:00:00Z,,2024-11-30 05:09:32+00:00
182935574,Master P,Goldenboy Countup,IDN2,Hip-Hop/Rap,105667.0,0,0,2024-11-30 05:14:09+00:00,2021-11-25T12:00:00Z,,2024-11-30 05:14:08+00:00
